World,Goals,Plans,Model,Step,Time,Cost,Prob,Results
10,3,10,1,7,4309800,592/50/407/,2.421867166699633E-5/0.9990647521983821/9.110291299508961E-4/,1/
10,3,10,1,9,3739200,1070/50/783/,2.0611524373493193E-9/0.9999994250359482/5.729028994312168E-7/,1/
10,3,10,1,1,3840000,65/50/50/,0.2714526638004373/0.36427366809978134/0.36427366809978134/,1/2/
10,3,10,1,3,4644200,145/50/120/,0.11020460358442935/0.7098713587063951/0.17992403770917562/,1/
10,3,10,1,5,5733200,310/50/266/,0.0059855054689524735/0.9798309013127408/0.014183593218306718/,1/
10,3,10,1,7,3801500,619/50/542/,1.4275844650074582E-5/0.9999211139196733/6.46102356765689E-5/,1/
10,3,10,1,9,3471200,1139/50/1010/,5.327647367413278E-10/0.9999999927831028/6.68413239284758E-9/,1/
10,3,10,1,1,3581700,65/50/65/,0.2992272363964754/0.4015455272070493/0.2992272363964754/,1/
10,3,10,1,3,3673900,140/50/140/,0.1275533876101915/0.7448932247796171/0.1275533876101915/,1/
10,3,10,1,5,3806100,336/50/336/,0.003642247677440565/0.9927155046451188/0.003642247677440565/,1/
10,3,10,1,7,4582900,681/50/606/,4.233118194558947E-6/0.9999773452223135/1.842165949182366E-5/,1/
10,3,10,1,9,4666500,1113/50/977/,8.870344739815448E-10/0.9999999863468398/1.2766125723047828E-8/,1/
10,3,10,1,1,4159500,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,5721500,129/50/110/,0.13969830506703895/0.6575394362691891/0.20276225866377204/,1/
10,3,10,1,5,5256300,291/50/254/,0.008631738619937495/0.973537303681127/0.017830957698935467/,1/
10,3,10,1,7,5371700,595/50/528/,2.285404603634691E-5/0.9998921287478147/8.501720614885435E-5/,1/
10,3,10,1,9,5243700,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,6134700,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4828000,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,4601100,298/50/298/,0.0076115739076051065/0.9847768521847897/0.0076115739076051065/,1/
10,3,10,1,7,6416100,619/50/542/,1.4275844650074582E-5/0.9999211139196733/6.46102356765689E-5/,1/
10,3,10,1,9,3789200,1139/50/1010/,5.327647367413278E-10/0.9999999927831028/6.68413239284758E-9/,1/
10,3,10,1,1,3779300,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,3663200,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,3531400,304/50/304/,0.006778216148580351/0.9864435677028391/0.006778216148580351/,1/
10,3,10,1,7,5796900,626/50/626/,1.2445610859825785E-5/0.9999751087782804/1.2445610859825785E-5/,1/
10,3,10,1,9,4716000,915/50/1061/,4.305513388225809E-8/0.9999999544859113/2.4589547952256363E-9/,1/
10,3,10,1,1,3976800,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4676700,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,5329300,291/50/254/,0.008631738619937495/0.973537303681127/0.017830957698935467/,1/
10,3,10,1,7,4705200,595/50/528/,2.285404603634691E-5/0.9998921287478147/8.501720614885435E-5/,1/
10,3,10,1,9,3628500,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,3273300,65/50/65/,0.2992272363964754/0.4015455272070493/0.2992272363964754/,1/
10,3,10,1,3,3135300,151/50/151/,0.10815974610218114/0.7836805077956376/0.10815974610218114/,1/
10,3,10,1,5,8179900,343/50/301/,0.003165230011803755/0.9896227062847885/0.007212063703407612/,1/
10,3,10,1,7,3842300,613/50/529/,1.605781170546771E-5/0.9999005750450938/8.336714320071691E-5/,1/
10,3,10,1,9,3237700,1130/50/993/,6.355879765108851E-10/0.9999999900359537/9.328458192751853E-9/,1/
10,3,10,1,1,5024000,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,3283200,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,3267400,291/50/254/,0.008631738619937495/0.973537303681127/0.017830957698935467/,1/
10,3,10,1,7,5494600,595/50/528/,2.285404603634691E-5/0.9998921287478147/8.501720614885435E-5/,1/
10,3,10,1,9,3352400,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,3128600,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,9468500,110/50/110/,0.1907338293032638/0.6185323413934725/0.1907338293032638/,1/
10,3,10,1,5,4323500,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,4038300,549/50/471/,5.6310474916288595E-5/0.9996837907215957/2.5989880348797765E-4/,1/
10,3,10,1,9,3523200,1070/50/938/,2.06115356166046E-9/0.9999999705125824/2.7426264195902496E-8/,1/
10,3,10,1,1,3094700,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,3762200,110/50/110/,0.1907338293032638/0.6185323413934725/0.1907338293032638/,1/
10,3,10,1,5,5712400,284/50/284/,0.009968025590577332/0.9800639488188453/0.009968025590577332/,1/
10,3,10,1,7,4399300,577/50/497/,3.2524334528924136E-5/0.9998113570592163/1.5611860625472848E-4/,1/
10,3,10,1,9,4049200,1138/50/1000/,5.433141913782111E-10/0.9999999913246211/8.132064666838194E-9/,1/
10,3,10,1,1,4095000,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,3,10,1,3,4151900,120/50/120/,0.16819740949774464/0.6636051810045107/0.16819740949774464/,1/
10,3,10,1,5,5311300,295/50/295/,0.008065305454544735/0.9838693890909105/0.008065305454544735/,1/
10,3,10,1,7,4487300,592/50/510/,2.423782266714472E-5/0.9998547661793583/1.2099599797450839E-4/,1/
10,3,10,1,9,4197400,1104/50/969/,1.0582315377922334E-9/0.9999999840075073/1.493426112630681E-8/,1/
10,3,10,1,1,4546400,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4017200,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,5727700,291/50/291/,0.008711881122977957/0.9825762377540441/0.008711881122977957/,1/
10,3,10,1,7,4216700,528/50/528/,8.501192153916424E-5/0.9998299761569216/8.501192153916424E-5/,1/
10,3,10,1,9,4109900,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,4084100,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,7000000,125/50/125/,0.15743582961281208/0.6851283407743759/0.15743582961281208/,1/
10,3,10,1,5,3478600,284/50/284/,0.009968025590577332/0.9800639488188453/0.009968025590577332/,1/
10,3,10,1,7,3563000,577/50/577/,3.252835484725192E-5/0.9999349432903055/3.252835484725192E-5/,1/
10,3,10,1,9,4226300,1138/50/1000/,5.433141913782111E-10/0.9999999913246211/8.132064666838194E-9/,1/
10,3,10,1,1,3047400,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
10,3,10,1,3,3391600,156/50/134/,0.09495511397856063/0.7588739334829963/0.14617095253844306/,1/
10,3,10,1,5,6170800,349/50/307/,0.0028171651398134364/0.9907638465479358/0.006418988312250785/,1/
10,3,10,1,7,3487200,681/50/606/,4.233118194558947E-6/0.9999773452223135/1.842165949182366E-5/,1/
10,3,10,1,9,3521500,1113/50/977/,8.870344739815448E-10/0.9999999863468398/1.2766125723047828E-8/,1/
10,3,10,1,1,4353000,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
10,3,10,1,3,5482800,140/50/120/,0.12019195552539759/0.7019035324839015/0.17790451199070098/,1/
10,3,10,1,5,4516500,304/50/266/,0.006727750624651565/0.9790992472534639/0.014173002121884465/,1/
10,3,10,1,7,5154400,549/50/471/,5.6310474916288595E-5/0.9996837907215957/2.5989880348797765E-4/,1/
10,3,10,1,9,5046400,1053/50/923/,2.8765714913411534E-9/0.9999999603189794/3.680444914115488E-8/,1/
10,3,10,1,1,4514300,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,3,10,1,3,11016400,110/50/83/,0.16832631780109347/0.5458668336287132/0.28580684857019334/,1/
10,3,10,1,5,5141100,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,5367300,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,5002300,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,4262400,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4761600,129/50/110/,0.13969830506703895/0.6575394362691891/0.20276225866377204/,1/
10,3,10,1,5,3682800,291/50/254/,0.008631738619937495/0.973537303681127/0.017830957698935467/,1/
10,3,10,1,7,4689300,634/50/563/,1.0638470481292514E-5/0.9999465574426948/4.280408682382204E-5/,1/
10,3,10,1,9,5683200,1053/50/923/,2.8765714913411534E-9/0.9999999603189794/3.680444914115488E-8/,1/
10,3,10,1,1,3583800,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,6072300,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,4941600,291/50/254/,0.008631738619937495/0.973537303681127/0.017830957698935467/,1/
10,3,10,1,7,4239900,595/50/528/,2.285404603634691E-5/0.9998921287478147/8.501720614885435E-5/,1/
10,3,10,1,9,6170600,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,7538600,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,7677700,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,4235800,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,4520900,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,3546900,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,3256400,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,2982600,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,5708000,291/50/291/,0.008711881122977957/0.9825762377540441/0.008711881122977957/,1/
10,3,10,1,7,3197700,528/50/528/,8.501192153916424E-5/0.9998299761569216/8.501192153916424E-5/,1/
10,3,10,1,9,3059000,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,3052500,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,5614900,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,4018100,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,4341300,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,5082600,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,3089000,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4446500,129/50/110/,0.13969830506703895/0.6575394362691891/0.20276225866377204/,1/
10,3,10,1,5,4268900,291/50/254/,0.008631738619937495/0.973537303681127/0.017830957698935467/,1/
10,3,10,1,7,4435600,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,3818500,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,5346500,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4346700,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,4097200,291/50/254/,0.008631738619937495/0.973537303681127/0.017830957698935467/,1/
10,3,10,1,7,5386600,595/50/528/,2.285404603634691E-5/0.9998921287478147/8.501720614885435E-5/,1/
10,3,10,1,9,4637300,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,3325500,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,5236900,110/50/110/,0.1907338293032638/0.6185323413934725/0.1907338293032638/,1/
10,3,10,1,5,5134500,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,4517200,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,4322800,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,3135900,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4380600,120/50/83/,0.14263019278001146/0.5627324176937275/0.2946373895262611/,1/
10,3,10,1,5,4718800,266/50/209/,0.013672475396084566/0.9445218629952471/0.04180566160866836/,1/
10,3,10,1,7,3832800,563/50/471/,4.27934171989957E-5/0.9996973042660481/2.599023167529387E-4/,1/
10,3,10,1,9,5994000,1044/50/769/,3.431745422250717E-9/0.9999992426937881/7.538744663942616E-7/,1/
10,3,10,1,1,4228800,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,6515500,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,4572300,336/50/336/,0.003642247677440565/0.9927155046451188/0.003642247677440565/,1/
10,3,10,1,7,3901300,599/50/599/,2.1131449149147198E-5/0.9999577371017019/2.1131449149147198E-5/,1/
10,3,10,1,9,4069400,1096/50/961/,1.2379563271099634E-9/0.9999999812914218/1.7470621874107885E-8/,1/
10,3,10,1,1,8894400,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,3398200,135/50/135/,0.1370897750330832/0.7258204499338335/0.1370897750330832/,1/
10,3,10,1,5,3322600,323/50/323/,0.004689801391074578/0.9906203972178509/0.004689801391074578/,1/
10,3,10,1,7,3158400,650/50/577/,7.773840940674662E-6/0.9999596969989623/3.25291600970578E-5/,1/
10,3,10,1,9,3262500,1070/50/938/,2.06115356166046E-9/0.9999999705125824/2.7426264195902496E-8/,1/
10,3,10,1,1,5684400,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,3,10,1,3,3743900,120/50/83/,0.14263019278001146/0.5627324176937275/0.2946373895262611/,1/
10,3,10,1,5,3779800,284/50/225/,0.009756029881666933/0.9592203675379366/0.031023602580396544/,1/
10,3,10,1,7,4672400,570/50/395/,3.727197606070739E-5/0.9988103138746423/0.0011524141492970318/,1/
10,3,10,1,9,3574700,1044/50/769/,3.431745422250717E-9/0.9999992426937881/7.538744663942616E-7/,1/
10,3,10,1,1,3335100,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,3,10,1,3,5029700,110/50/110/,0.1907338293032638/0.6185323413934725/0.1907338293032638/,1/
10,3,10,1,5,4333200,266/50/209/,0.013672475396084566/0.9445218629952471/0.04180566160866836/,1/
10,3,10,1,7,3964000,542/50/372/,6.449434874507042E-5/0.9981276242594164/0.0018078813918385658/,1/
10,3,10,1,9,5725300,1053/50/776/,2.8765697067616887E-9/0.9999993399348175/6.571886128408083E-7/,1/
10,3,10,1,1,3712700,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
10,3,10,1,3,3701900,129/50/110/,0.13969830506703895/0.6575394362691891/0.20276225866377204/,1/
10,3,10,1,5,6500500,304/50/266/,0.006727750624651565/0.9790992472534639/0.014173002121884465/,1/
10,3,10,1,7,3560700,619/50/549/,1.4275962946310456E-5/0.9999293997274029/5.632430965072071E-5/,1/
10,3,10,1,9,4091200,1070/50/938/,2.06115356166046E-9/0.9999999705125824/2.7426264195902496E-8/,1/
10,3,10,1,1,4441300,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4570100,110/50/110/,0.1907338293032638/0.6185323413934725/0.1907338293032638/,1/
10,3,10,1,5,6176600,254/50/254/,0.017668422014048047/0.9646631559719039/0.017668422014048047/,1/
10,3,10,1,7,4381800,549/50/549/,5.632194140620139E-5/0.9998873561171875/5.632194140620139E-5/,1/
10,3,10,1,9,4264000,1070/50/938/,2.06115356166046E-9/0.9999999705125824/2.7426264195902496E-8/,1/
10,3,10,1,1,4842900,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4969400,129/50/110/,0.13969830506703895/0.6575394362691891/0.20276225866377204/,1/
10,3,10,1,5,5131000,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,5300800,563/50/484/,4.279591990342116E-5/0.9997557699608035/2.0143411929309367E-4/,1/
10,3,10,1,9,4750000,1104/50/969/,1.0582315377922334E-9/0.9999999840075073/1.493426112630681E-8/,1/
10,3,10,1,1,3769200,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4833400,129/50/129/,0.1491012173171437/0.7017975653657127/0.1491012173171437/,1/
10,3,10,1,5,4713100,209/50/266/,0.04180566160866836/0.9445218629952471/0.013672475396084566/,1/
10,3,10,1,7,5806000,471/50/563/,2.599023167529387E-4/0.9996973042660481/4.27934171989957E-5/,1/
10,3,10,1,9,5076100,891/50/1036/,6.892849656172257E-8/0.9999999270569246/4.014578781430997E-9/,1/
10,3,10,1,1,7474900,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4706600,110/50/129/,0.202762258663772/0.657539436269189/0.13969830506703892/,1/
10,3,10,1,5,4154200,254/50/291/,0.017830957698935467/0.973537303681127/0.008631738619937495/,1/
10,3,10,1,7,4891800,528/50/595/,8.501720614885435E-5/0.9998921287478147/2.285404603634691E-5/,1/
10,3,10,1,9,7561600,915/50/1177/,4.305513397724021E-8/0.9999999566919692/2.5289689017315023E-10/,1/
10,3,10,1,1,3959200,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,5817900,110/50/83/,0.16832631780109347/0.5458668336287132/0.28580684857019334/,1/
10,3,10,1,5,4615100,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,4933400,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,4050600,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,4367600,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,4458400,110/50/83/,0.16832631780109347/0.5458668336287132/0.28580684857019334/,1/
10,3,10,1,5,4265100,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,6089000,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,3770000,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,3387800,61/50/61/,0.30857406286040057/0.382851874279199/0.30857406286040057/,1/
10,3,10,1,3,3525900,129/50/110/,0.13969830506703895/0.6575394362691891/0.20276225866377204/,1/
10,3,10,1,5,6440500,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,3864400,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,3628100,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,5628600,65/50/65/,0.2992272363964754/0.4015455272070493/0.2992272363964754/,1/
10,3,10,1,3,3810600,140/50/140/,0.1275533876101915/0.7448932247796171/0.1275533876101915/,1/
10,3,10,1,5,4625600,317/50/278/,0.00523744777856433/0.9835106162873953/0.011251935934040301/,1/
10,3,10,1,7,4539100,563/50/484/,4.279591990342116E-5/0.9997557699608035/2.0143411929309367E-4/,1/
10,3,10,1,9,5076300,1104/50/969/,1.0582315377922334E-9/0.9999999840075073/1.493426112630681E-8/,1/
10,3,10,1,1,4209600,50/50/65/,0.36427366809978134/0.36427366809978134/0.2714526638004373/,0/1/
10,3,10,1,3,3515900,110/50/135/,0.20595563113431684/0.6678952507482608/0.1261491181174223/,1/
10,3,10,1,5,3408200,254/50/298/,0.017850719120634906/0.9746162407479412/0.007533040131423782/,1/
10,3,10,1,7,3561400,528/50/603/,8.501748822998396E-5/0.9998954463197975/1.953619197237799E-5/,1/
10,3,10,1,9,5323300,1010/50/1139/,6.68413239284758E-9/0.9999999927831028/5.327647367413278E-10/,1/
10,3,10,1,1,4137900,65/50/65/,0.2992272363964754/0.4015455272070493/0.2992272363964754/,1/
10,3,10,1,3,3778800,120/50/120/,0.16819740949774464/0.6636051810045107/0.16819740949774464/,1/
10,3,10,1,5,5937200,295/50/295/,0.008065305454544735/0.9838693890909105/0.008065305454544735/,1/
10,3,10,1,7,4483200,592/50/510/,2.423782266714472E-5/0.9998547661793583/1.2099599797450839E-4/,1/
10,3,10,1,9,4914700,1087/50/954/,1.4768810746005974E-9/0.9999999784822102/2.004090869699726E-8/,1/
10,3,10,1,1,6297200,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,3,10,1,3,4092600,110/50/110/,0.1907338293032638/0.6185323413934725/0.1907338293032638/,1/
10,3,10,1,5,5334600,254/50/209/,0.017237001966633803/0.9411084194958746/0.04165457853749144/,1/
10,3,10,1,7,4601800,528/50/452/,8.498708252910546E-5/0.9995378431668047/3.771697506661584E-4/,1/
10,3,10,1,9,5000800,993/50/868/,9.328457189272423E-9/0.9999998824641129/1.0820742999459012E-7/,1/
10,3,10,1,1,4501400,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,3,10,1,3,5362100,134/50/134/,0.13904941989714553/0.7219011602057088/0.13904941989714553/,1/
10,3,10,1,5,5268800,307/50/307/,0.006395951226911915/0.9872080975461762/0.006395951226911915/,1/
10,3,10,1,7,7972100,592/50/592/,2.424016810157937E-5/0.9999515196637967/2.424016810157937E-5/,1/
10,3,10,1,9,5733300,1104/50/969/,1.0582315377922334E-9/0.9999999840075073/1.493426112630681E-8/,1/
10,3,10,2,1,4384200,65/65/50/,0.2992272363964754/0.2992272363964754/0.4015455272070493/,2/
10,3,10,2,2,3673100,100/100/50/,0.2143392379333584/0.2143392379333584/0.5713215241332831/,2/
10,3,10,2,4,5744000,231/231/50/,0.027